,,,,,,,,,,,,,
,26,Location Import Mapping,Translate,View,FF Starter - Use this mapping to import location segments.,Location,Cathy Kuang,2/4/2020 1:31 pm,10/18/2022 4:45 pm,custimport_17_4866942_897,281353,Public,
,2,Markup Item Import Mapping,Translate,View,FF Starter - Use this mapping to import markup items.,Markup Item,Cathy Kuang,2/4/2020 1:31 pm,10/18/2022 4:45 pm,custimport_16_4866942_897,281353,Public,
,164,ACC Product to NetSuite serviceSaleItem,Translate,View, ,Service Item for Sale,Rob Bradley,9/15/2022 9:33 am,10/18/2022 4:45 pm,custimport_164_4205447_sb1_678, ,Private,
,163,Vendor Primary Subsidiary Update (Corporate),Translate,View, ,Vendor-Subsidiary Relationship,James Mccool,9/9/2022 12:23 pm,10/18/2022 4:45 pm,custimport_163_4205447_sb1_390, ,Private,
,160,AHP Open Vendor Bills (Open AP) Import,Translate,View,FF Starter - Use this mapping to import open AP (open vendor bills).,Vendor Bill,Roger Silva,6/30/2022 9:16 am,10/18/2022 4:45 pm,custimport_160_4205447_sb1_454, ,Private,
,3,Non-Inventory For Purchase Item Import Mapping,Translate,View,FF Starter - Use this mapping to import non-inventory items for purchase.,Non-inventory Item for Purchase,Cathy Kuang,2/4/2020 1:31 pm,10/18/2022 4:45 pm,custimport_15_4866942_897,281353,Public,
,159,Floify - Open Invoice Import,Translate,View, ,Invoice,Nate Kaney,6/27/2022 8:48 am,10/18/2022 4:45 pm,custimport_159_4205447_sb1_680, ,Private,
,158,AHP - Refund Import FINAL,Translate,View, ,Vendor Bill,Nate Kaney,6/22/2022 7:49 am,10/18/2022 4:45 pm,custimport_158_4205447_sb1_462, ,Private,
,154,Rip Rock - Check Import FINAL,Translate,View, ,Check,Nate Kaney,6/9/2022 11:40 am,10/18/2022 4:45 pm,custimport_157_4205447_sb1_721,439613,Public,
,157,Floify - Customer Import FINAL,Translate,View, ,Customers Only,Nate Kaney,6/21/2022 1:26 pm,10/18/2022 4:45 pm,custimport_157_4205447_sb1_682, ,Public,
,149,Floify - Vendor Import,Translate,View, ,Vendors,Nate Kaney,6/9/2022 11:40 am,10/18/2022 4:45 pm,custimport_156_4205447_sb1_554,439613,Private,
,156,ACS FAM Depreciation History E78,Translate,View, ,Custom Record,Roger Silva,6/14/2022 4:52 pm,10/18/2022 4:45 pm,custimport_156_4205447_sb1_339, ,Public,
,155,ACS FAM Asset E78,Translate,View, ,Custom Record,Roger Silva,6/14/2022 4:30 pm,10/18/2022 4:45 pm,custimport_155_4205447_sb1_603, ,Public,
,146,Service for Sale Item : Rynoh - E78,Translate,View, ,Service Item for Sale,Nate Kaney,6/9/2022 11:40 am,10/18/2022 4:45 pm,custimport_153_4205447_sb1_848,439613,Private,
,147,Rynoh - Customer Import (E78),Translate,View, ,Customers Only,Nate Kaney,6/9/2022 11:40 am,10/18/2022 4:45 pm,custimport_151_4205447_sb1_677,439613,Private,
,145,Vendor External ID Update - E78,Translate,View, ,Vendors,Nate Kaney,6/9/2022 11:40 am,10/18/2022 4:45 pm,custimport_150_4205447_sb1_866,439613,Private,
,161,Rip Rock - Vendor Import FINAL,Translate,View, ,Vendors,Nate Kaney,7/12/2022 3:36 pm,10/18/2022 4:45 pm,custimport_149_4205447_sb1_898444, ,Public,
,150,AHP - Vendor Import FINAL,Translate,View, ,Vendors,Nate Kaney,6/9/2022 11:40 am,10/18/2022 4:45 pm,custimport_149_4205447_sb1_898,439613,Public,
,141,ACH Upload2,Translate,View, ,Custom Record,Daphne Peterson,3/21/2022 3:52 pm,10/18/2022 4:45 pm,custimport_141_4205447_129, ,Public,
,139,Vendor Bill Payment Veem Number Update,Translate,View,Mapping the Veem ID number to the check number on the vendor bill payment.,Vendor Payment,Deanna Vaughan,2/18/2022 8:02 am,10/18/2022 4:45 pm,custimport_139_4205447_330, ,Public,
,138,SML_External ID_Update,Translate,View, ,Vendors,Kelly Lee,2/16/2022 2:27 pm,10/18/2022 4:45 pm,custimport_138_4205447_113, ,Private,
,135,Lease Payment Import 2_6,Translate,View, ,Custom Record,Nick Carlstrom,2/6/2022 3:55 pm,10/18/2022 4:45 pm,custimport_135_4205447_419, ,Private,
,134,Lease Header Import,Translate,View, ,Custom Record,Nick Carlstrom,2/6/2022 3:35 pm,10/18/2022 4:45 pm,custimport_134_4205447_783, ,Private,
,132,Update Department - FAM,Translate,View, ,Custom Record,Mira Girnara,1/31/2022 1:42 pm,10/18/2022 4:45 pm,custimport_132_4205447_315, ,Private,
,128,SML_Address_Update_JS,Translate,View,Temp for updating import data from SML,Vendors,Jennifer Spivey,1/11/2022 11:28 am,10/18/2022 4:45 pm,custimport_128_4205447_867, ,Private,
,126,ACS - Bill - Update Approval Status,Translate,View, ,Vendor Bill,Nicole Koornneef,1/3/2022 12:31 pm,10/18/2022 4:45 pm,custimport_126_4205447_524, ,Public,
,125,SML - Vendor Contacts Upload,Translate,View, ,Contacts Only,Nicole Koornneef,12/22/2021 9:15 am,10/18/2022 4:45 pm,custimport_125_4205447_310, ,Public,
,124,SML - Vendor Upload,Translate,View, ,Vendors,Nicole Koornneef,12/22/2021 8:10 am,10/18/2022 4:45 pm,custimport_124_4205447_798, ,Private,
,123,Bank Details - Fix account number,Translate,View, ,Custom Record,Nicole Koornneef,12/21/2021 9:22 am,10/18/2022 4:45 pm,custimport_123_4205447_448, ,Private,
,122,ACS - Bank Details,Translate,View, ,Custom Record,Nicole Koornneef,12/21/2021 8:11 am,10/18/2022 4:45 pm,custimport_122_4205447_722, ,Private,
,71,Open Vendor Bills (Open AP),Translate,View,Modified import mapping for cut-over activity,Vendor Bill,Jesse Groff,5/29/2020 11:38 am,10/18/2022 4:45 pm,custimport_11_4866942_897_1, ,Private,
,119,ACS FAM Depreciation History - Fully Depreciated,Translate,View, ,Custom Record,Nicole Koornneef,11/15/2021 10:27 am,10/18/2022 4:45 pm,custimport_119_4205447_273, ,Public,
,118,ACS FAM Asset - Intangibles,Translate,View, ,Custom Record,Nicole Koornneef,11/8/2021 8:13 am,10/18/2022 4:45 pm,custimport_118_4205447_475, ,Public,
,117,ACS FAM Depreciation History,Translate,View, ,Custom Record,Nicole Koornneef,10/21/2021 9:16 am,10/18/2022 4:45 pm,custimport_117_4205447_277, ,Public,
,116,ACS FAM Asset,Translate,View, ,Custom Record,Nicole Koornneef,10/21/2021 9:10 am,10/18/2022 4:45 pm,custimport_116_4205447_226, ,Public,
,27,Other Charge For Purchase Item Import Mapping,Translate,View,FF Starter - Use this mapping to import other charge items for purchase.,Other Charge Item for Purchase,Cathy Kuang,2/4/2020 1:31 pm,10/18/2022 4:45 pm,custimport_10_4866942_897,281353,Public,
,108,DB_0721_PalmTech Stripe-Cash,Translate,View,Records Relasses Cash Transactions form Undeposited Funds,Journal Entry,David Bickel,8/12/2021 1:35 pm,10/18/2022 4:45 pm,custimport_108_4205447_260, ,Private,
,101,ACS - Vendor Subsidiary Update,Translate,View, ,Vendor-Subsidiary Relationship,Nicole Koornneef,5/18/2021 7:11 am,10/18/2022 4:45 pm,custimport_101_4205447_865, ,Private,
,25,Purchase Order Import Mapping,Translate,View,FF Starter - Use this mapping to import open purchase orders.,Purchase Order,Cathy Kuang,2/4/2020 1:31 pm,10/11/2022 12:13 pm,custimport_7_4866942_897,281353,Public,
,17,Sales Order Import Mapping,Translate,View,FF Starter - Use this mapping to import open sales orders.,Sales Order,Cathy Kuang,2/4/2020 1:31 pm,10/11/2022 12:13 pm,custimport_6_4866942_897,281353,Public,
,11,Other Charge For Resale Item Import Mapping,Translate,View,FF Starter - Use this mapping to import other charge items for resale.,Other Charge Item for Resale,Cathy Kuang,2/4/2020 1:31 pm,10/11/2022 12:13 pm,custimport_9_4866942_897,281353,Public,
,6,Other Charge For Sale Item Import Mapping,Translate,View,FF Starter - Use this mapping to import other charge items for sale.,Other Charge Item for Sale,Cathy Kuang,2/4/2020 1:31 pm,10/11/2022 12:13 pm,custimport_8_4866942_897,281353,Public,
,13,Service For Sale Item Import Mapping,Translate,View,FF Starter - Use this mapping to import service for sale items.,Service Item for Sale,Cathy Kuang,2/4/2020 1:31 pm,10/11/2022 12:13 pm,custimport_3_4866942_897,281353,Public,
,9,Customer Import Mapping,Translate,View,FF Starter - Use this mapping to import customers.,Customers Only,Cathy Kuang,2/4/2020 1:31 pm,10/11/2022 12:13 pm,custimport_24_4866942_897,281353,Public,
,15,Vendor Import Mapping,Translate,View,FF Starter - Use this mapping to import vendors.,Vendors,Cathy Kuang,2/4/2020 1:31 pm,10/11/2022 12:13 pm,custimport_1_4866942_897,281353,Public,
,1,Service For Resale Item Import Mapping,Translate,View,FF Starter - Use this mapping to import service for resale items.,Service Item for Resale,Cathy Kuang,2/4/2020 1:31 pm,10/11/2022 12:13 pm,custimport_4_4866942_897,281353,Public,
,8,Credit Memo Import Mapping,Translate,View,FF Starter - Use this mapping to import open credit memos.,Credit Memo,Cathy Kuang,2/4/2020 1:31 pm,10/11/2022 12:13 pm,custimport_25_4866942_897,281353,Public,
,14,Inventory Item Import Mapping,Translate,View,FF Starter - Use this mapping to import inventory items.,Inventory Item,Cathy Kuang,2/4/2020 1:31 pm,10/11/2022 12:13 pm,custimport_19_4866942_897,281353,Public,
,10,Non-Inventory For Resale Item Import Mapping,Translate,View,FF Starter - Use this mapping to import non-inventory items for resale.,Non-inventory Item for Resale,Cathy Kuang,2/4/2020 1:31 pm,10/11/2022 12:13 pm,custimport_14_4866942_897,281353,Public,
,24,Non-Inventory For Sale Item Import Mapping,Translate,View,FF Starter - Use this mapping to import non-inventory items for sale,Non-inventory Item for Sale,Cathy Kuang,2/4/2020 1:31 pm,10/11/2022 12:13 pm,custimport_13_4866942_897,281353,Public,
,19,Open Invoices (Open AR) Import Mapping,Translate,View,FF Starter - Use this mapping to import open AR (open invoices).,Invoice,Cathy Kuang,2/4/2020 1:31 pm,10/11/2022 12:13 pm,custimport_12_4866942_897,281353,Public,
,7,Open Vendor Bills (Open AP) Import Mapping,Translate,View,FF Starter - Use this mapping to import open AP (open vendor bills).,Vendor Bill,Cathy Kuang,2/4/2020 1:31 pm,1/2/2022 11:44 am,custimport_11_4866942_897,281353,Public,
,18,Employee Import Mapping,Translate,View,FF Starter - Use this mapping to import employees.,Employees,Cathy Kuang,2/4/2020 1:31 pm,9/16/2021 1:09 pm,custimport_21_4866942_897,281353,Public,
,41,CSV Integrator : Inventory Item,Translate,View, ,Description Item,James McManus,2/27/2020 2:01 pm,6/6/2020 9:23 am,custimport_nsts_csvi_it_v2_1_0,297909,Private,
,50,JG.V 3.27.20,Translate,View, ,Vendors,Jesse Groff,3/6/2020 1:44 pm,4/1/2020 4:05 pm,custimport_50_4205447_262, ,Private,
